Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2221,CA-2022-766495,2022-02-05,2022-02-11,Standard Class,CG-85729,Customer 529,Home Office,West,Arizona,Office Supplies,Fasteners,Advantus Push Pins,139.34,2,0.0,39.72
2222,CA-2023-986718,2023-03-11,2023-03-15,First Class,CG-87908,Customer 130,Corporate,South,North Carolina,Office Supplies,Binders,Avery Durable Binders,32.2,4,0.5,0.75
2223,CA-2022-252603,2022-03-28,2022-04-04,Standard Class,CG-77287,Customer 375,Home Office,South,Florida,Furniture,Bookcases,Sauder Forest Hills,2707.36,9,0.3,310.68
2224,CA-2022-696087,2022-06-13,2022-06-18,Second Class,CG-11121,Customer 661,Consumer,West,Arizona,Office Supplies,Supplies,Fiskars Adult Scissors,533.52,12,0.1,36.23
2225,CA-2024-817216,2024-04-07,2024-04-09,Same Day,CG-94222,Customer 676,Corporate,Central,Indiana,Technology,Accessories,Kensington Lock,3178.24,5,0.2,506.68
2226,CA-2023-460038,2023-04-06,2023-04-11,Standard Class,CG-47330,Customer 670,Consumer,West,Nevada,Technology,Machines,Brother Intelli-Fax 4750E,1620.49,3,0.4,68.18
2227,CA-2023-640776,2023-03-12,2023-03-19,Standard Class,CG-53173,Customer 642,Home Office,West,Utah,Technology,Copiers,Hewlett Packard LaserJet,1799.12,6,0.1,669.84
2228,CA-2023-798344,2023-11-03,2023-11-06,First Class,CG-82373,Customer 74,Corporate,South,North Carolina,Office Supplies,Labels,3M Polarizing Label,106.4,4,0.5,-5.43
2229,CA-2021-981010,2021-03-21,2021-03-28,Standard Class,CG-71075,Customer 477,Corporate,Central,Missouri,Technology,Machines,Brother Intelli-Fax 4750E,2210.4,8,0.0,734.36
2230,CA-2024-306958,2024-07-06,2024-07-13,Standard Class,CG-75673,Customer 330,Corporate,West,Utah,Furniture,Tables,Chromcraft Bull-Nose Table,3254.37,7,0.0,331.99
2231,CA-2024-335099,2024-04-18,2024-04-21,Second Class,CG-21403,Customer 784,Consumer,South,Alabama,Furniture,Tables,Bevis 36 x 72 Conference Table,4600.98,6,0.0,1402.45
2232,CA-2023-572373,2023-07-29,2023-08-05,Standard Class,CG-30430,Customer 269,Home Office,East,Pennsylvania,Office Supplies,Fasteners,OIC Binder Clips,412.44,6,0.0,61.73
2233,CA-2022-713584,2022-05-19,2022-05-25,Standard Class,CG-41853,Customer 728,Corporate,East,Pennsylvania,Office Supplies,Labels,Avery 490 Labels,59.34,7,0.3,6.88
2234,CA-2021-424186,2021-11-01,2021-11-07,Standard Class,CG-44795,Customer 370,Home Office,South,Florida,Technology,Machines,HP Designjet T520,814.25,5,0.0,96.16
2235,CA-2021-254638,2021-11-24,2021-12-01,Standard Class,CG-72601,Customer 694,Home Office,West,Colorado,Technology,Copiers,Hewlett Packard LaserJet,3538.26,11,0.0,1361.5
2236,CA-2023-763036,2023-04-10,2023-04-15,Standard Class,CG-13462,Customer 374,Corporate,West,Nevada,Furniture,Furnishings,Tensor Brushed Steel Torchiere,544.27,3,0.1,152.22
2237,CA-2024-153535,2024-10-06,2024-10-12,Standard Class,CG-26524,Customer 418,Consumer,Central,Illinois,Technology,Machines,HP Designjet T520,1948.97,6,0.3,47.14
2238,CA-2023-326898,2023-10-18,2023-10-25,Standard Class,CG-40420,Customer 662,Consumer,West,Nevada,Office Supplies,Envelopes,Wintrust Envelope Selection,550.35,11,0.2,205.29
2239,CA-2024-495344,2024-10-21,2024-10-23,First Class,CG-96597,Customer 146,Corporate,West,Oregon,Technology,Copiers,Canon PC1060 Copier,173.34,3,0.1,32.95
2240,CA-2021-580155,2021-05-08,2021-05-14,Standard Class,CG-89363,Customer 39,Corporate,East,Pennsylvania,Office Supplies,Labels,Avery 490 Labels,1046.65,11,0.0,199.01
2241,CA-2024-741310,2024-10-20,2024-10-25,Standard Class,CG-14346,Customer 469,Corporate,West,Oregon,Office Supplies,Paper,Xerox 1967,92.7,10,0.1,12.84
2242,CA-2022-957627,2022-01-09,2022-01-14,Second Class,CG-40305,Customer 603,Home Office,West,Nevada,Office Supplies,Paper,Xerox 1967,659.93,11,0.1,207.36
2243,CA-2023-603719,2023-02-13,2023-02-18,Second Class,CG-21146,Customer 164,Consumer,East,Massachusetts,Office Supplies,Storage,Rogers File Cabinet,13.26,1,0.3,-1.1
2244,CA-2023-156771,2023-11-13,2023-11-19,Standard Class,CG-51360,Customer 293,Home Office,East,Pennsylvania,Technology,Phones,Samsung Galaxy S6,2750.15,5,0.0,574.54
2245,CA-2021-792305,2021-12-08,2021-12-10,First Class,CG-77967,Customer 711,Home Office,South,South Carolina,Office Supplies,Envelopes,Wintrust Envelope Selection,43.6,4,0.0,4.6
2246,CA-2024-707744,2024-03-27,2024-04-02,Standard Class,CG-52473,Customer 141,Home Office,East,Virginia,Office Supplies,Labels,Avery 490 Labels,212.98,12,0.4,-8.58
2247,CA-2024-378155,2024-03-08,2024-03-15,Standard Class,CG-67666,Customer 160,Home Office,West,Colorado,Technology,Copiers,Hewlett Packard LaserJet,6544.82,11,0.4,758.12
2248,CA-2023-662396,2023-08-03,2023-08-10,Standard Class,CG-44192,Customer 15,Corporate,East,New Jersey,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Compact Refrigerator,123.12,5,0.5,-0.19
2249,CA-2023-638914,2023-08-17,2023-08-22,Standard Class,CG-75552,Customer 622,Corporate,Central,Wisconsin,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,1591.38,2,0.0,583.57
2250,CA-2021-174659,2021-05-06,2021-05-09,Second Class,CG-94397,Customer 775,Corporate,South,Alabama,Furniture,Bookcases,Bush Westfield Bookcase,808.4,3,0.4,45.36
2251,CA-2022-506000,2022-12-01,2022-12-07,Standard Class,CG-62142,Customer 556,Home Office,West,California,Technology,Phones,Nokia Smart Phone,632.88,9,0.4,-88.61
2252,CA-2022-710935,2022-09-18,2022-09-20,Same Day,CG-78641,Customer 196,Consumer,South,Tennessee,Furniture,Tables,Bevis 36 x 72 Conference Table,7517.84,11,0.0,755.7
2253,CA-2023-733266,2023-02-04,2023-02-08,Second Class,CG-21219,Customer 632,Home Office,Central,Illinois,Furniture,Bookcases,Bush Westfield Bookcase,979.37,7,0.0,78.02
2254,CA-2024-207763,2024-12-09,2024-12-14,Standard Class,CG-58105,Customer 175,Consumer,South,Florida,Office Supplies,Appliances,Hoover Portapower Machine,551.85,13,0.4,-2.33
2255,CA-2021-674590,2021-04-23,2021-04-29,Standard Class,CG-85888,Customer 382,Home Office,West,Utah,Technology,Copiers,Konica Minolta,353.2,4,0.1,70.16
2256,CA-2022-968931,2022-08-25,2022-09-01,Standard Class,CG-84796,Customer 1,Consumer,East,Ohio,Technology,Copiers,Hewlett Packard LaserJet,185.68,2,0.0,11.56
2257,CA-2024-464920,2024-02-12,2024-02-15,Second Class,CG-97179,Customer 296,Home Office,West,Nevada,Office Supplies,Paper,Xerox 1967,51.81,1,0.3,-7.02
2258,CA-2024-593531,2024-10-30,2024-11-02,Second Class,CG-57772,Customer 640,Home Office,East,Ohio,Technology,Accessories,Logitech Wireless Mouse,1384.13,11,0.0,369.61
2259,CA-2024-884828,2024-11-19,2024-11-23,Second Class,CG-69153,Customer 767,Corporate,South,Louisiana,Technology,Machines,Xerox WorkCentre,6541.92,14,0.4,-350.73
2260,CA-2024-187430,2024-09-20,2024-09-25,Second Class,CG-63013,Customer 292,Consumer,East,Virginia,Technology,Accessories,Kensington Lock,4616.8,5,0.0,321.58
2261,CA-2024-918913,2024-10-24,2024-10-26,First Class,CG-90295,Customer 786,Consumer,Central,Texas,Technology,Accessories,Kensington Lock,3900.71,4,0.1,821.12
2262,CA-2023-435786,2023-12-29,2024-01-05,Standard Class,CG-55023,Customer 509,Consumer,South,Tennessee,Technology,Copiers,Hewlett Packard LaserJet,14086.8,13,0.0,4833.45
2263,CA-2023-716804,2023-01-14,2023-01-21,Standard Class,CG-90252,Customer 36,Home Office,West,Colorado,Technology,Machines,Xerox WorkCentre,7889.4,9,0.0,1153.91
2264,CA-2022-692379,2022-08-04,2022-08-09,Second Class,CG-90897,Customer 592,Home Office,South,Georgia,Furniture,Tables,Chromcraft Bull-Nose Table,1343.8,5,0.2,222.73
2265,CA-2022-194926,2022-05-14,2022-05-20,Standard Class,CG-17438,Customer 718,Home Office,Central,Minnesota,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,1783.74,2,0.0,651.92
2266,CA-2023-958266,2023-05-19,2023-05-23,First Class,CG-31750,Customer 79,Consumer,South,Louisiana,Technology,Phones,Apple iPhone 6S,5695.79,12,0.3,164.82
2267,CA-2024-141820,2024-09-11,2024-09-18,Standard Class,CG-30473,Customer 152,Home Office,East,New York,Technology,Copiers,Canon PC1060 Copier,1311.55,5,0.0,468.43
2268,CA-2023-966369,2023-10-12,2023-10-15,Second Class,CG-31491,Customer 589,Home Office,Central,Indiana,Technology,Machines,Brother Intelli-Fax 4750E,393.18,14,0.3,-24.0
2269,CA-2022-505375,2022-08-01,2022-08-08,Standard Class,CG-10644,Customer 302,Consumer,West,Colorado,Technology,Phones,Motorola Smart Phone,3156.48,12,0.2,651.5
2270,CA-2024-550657,2024-01-27,2024-01-31,First Class,CG-20292,Customer 470,Consumer,West,Nevada,Office Supplies,Binders,Avery Flexi-View Binders,650.91,13,0.0,50.91
2271,CA-2022-979677,2022-07-10,2022-07-15,Standard Class,CG-66080,Customer 635,Home Office,West,Colorado,Technology,Machines,Xerox WorkCentre,1362.87,3,0.4,-22.07
2272,CA-2022-347044,2022-11-09,2022-11-15,Standard Class,CG-46390,Customer 5,Consumer,South,Tennessee,Office Supplies,Paper,Easy-staple paper,343.74,8,0.2,133.46
2273,CA-2021-167111,2021-01-07,2021-01-12,Second Class,CG-86208,Customer 214,Corporate,East,Virginia,Office Supplies,Art,Hunt Boston Pencil Sharpener,277.92,12,0.5,-13.93
2274,CA-2021-542428,2021-11-10,2021-11-14,First Class,CG-97697,Customer 358,Corporate,West,California,Technology,Accessories,Logitech Wireless Mouse,912.55,5,0.5,28.48
2275,CA-2023-950804,2023-04-04,2023-04-09,Standard Class,CG-70992,Customer 29,Home Office,South,Alabama,Furniture,Chairs,Global Troy Executive Chair,2339.56,4,0.0,908.06
2276,CA-2021-571346,2021-03-03,2021-03-05,First Class,CG-93317,Customer 307,Consumer,Central,Indiana,Technology,Machines,Xerox WorkCentre,149.5,1,0.0,44.45
2277,CA-2021-766621,2021-12-27,2021-12-31,First Class,CG-95026,Customer 166,Corporate,South,Louisiana,Furniture,Chairs,HON 5400 Series Task Chair,4761.12,8,0.0,1132.73
2278,CA-2021-115032,2021-05-09,2021-05-12,Second Class,CG-74427,Customer 558,Consumer,South,Georgia,Technology,Copiers,Hewlett Packard LaserJet,327.91,2,0.1,78.78
2279,CA-2023-495007,2023-05-03,2023-05-10,Standard Class,CG-40362,Customer 363,Corporate,West,Nevada,Office Supplies,Paper,Easy-staple paper,372.92,6,0.3,1.52
2280,CA-2024-279679,2024-07-11,2024-07-15,First Class,CG-96870,Customer 536,Home Office,West,Washington,Technology,Machines,Brother Intelli-Fax 4750E,3846.24,6,0.0,294.66
2281,CA-2024-625862,2024-06-10,2024-06-17,Standard Class,CG-30489,Customer 710,Home Office,West,Oregon,Office Supplies,Fasteners,OIC Binder Clips,740.96,10,0.2,82.59
2282,CA-2021-666644,2021-04-02,2021-04-09,Standard Class,CG-82808,Customer 472,Consumer,Central,Illinois,Technology,Copiers,Canon PC1060 Copier,3164.26,11,0.0,1060.25
2283,CA-2022-885354,2022-03-02,2022-03-05,First Class,CG-72984,Customer 559,Corporate,East,New York,Office Supplies,Art,SAFCO Arco Folding Chair,273.4,5,0.0,89.04
2284,CA-2023-630389,2023-08-24,2023-08-30,Standard Class,CG-73323,Customer 460,Home Office,Central,Illinois,Furniture,Furnishings,"Howard Miller 11"" Wall Clock",550.73,1,0.1,56.36
2285,CA-2021-764058,2021-01-15,2021-01-22,Standard Class,CG-55476,Customer 773,Home Office,West,Utah,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,5879.16,14,0.1,841.23
2286,CA-2023-848512,2023-05-21,2023-05-28,Standard Class,CG-14790,Customer 58,Corporate,East,New Jersey,Office Supplies,Envelopes,Wintrust Envelope Selection,112.19,13,0.5,-0.01
2287,CA-2024-766924,2024-04-11,2024-04-16,Standard Class,CG-97712,Customer 130,Consumer,Central,Missouri,Technology,Accessories,Kensington Lock,7355.27,13,0.5,-616.46
2288,CA-2024-454157,2024-12-23,2024-12-29,Standard Class,CG-48057,Customer 421,Home Office,West,Oregon,Office Supplies,Envelopes,Wintrust Envelope Selection,107.64,12,0.0,17.85
2289,CA-2024-712139,2024-08-22,2024-08-27,Standard Class,CG-65224,Customer 653,Corporate,South,Tennessee,Office Supplies,Binders,Wilson Jones Gold Binder,119.04,8,0.0,20.94
2290,CA-2022-552181,2022-12-05,2022-12-10,Standard Class,CG-75465,Customer 765,Consumer,South,South Carolina,Technology,Copiers,Canon PC1060 Copier,1510.04,5,0.2,469.84
2291,CA-2021-587844,2021-05-25,2021-05-25,Same Day,CG-67370,Customer 30,Consumer,East,Massachusetts,Furniture,Tables,Bretford CR4500,1988.42,10,0.3,-88.14
2292,CA-2024-542232,2024-06-13,2024-06-19,Standard Class,CG-45990,Customer 33,Corporate,East,Ohio,Office Supplies,Fasteners,Advantus Push Pins,482.8,10,0.2,186.17
2293,CA-2021-130341,2021-06-24,2021-07-01,Standard Class,CG-25378,Customer 248,Home Office,East,New York,Technology,Phones,Apple iPhone 6S,1073.77,14,0.1,270.13
2294,CA-2024-674739,2024-01-20,2024-01-26,Standard Class,CG-19921,Customer 40,Home Office,South,Georgia,Office Supplies,Paper,Xerox 1967,453.1,10,0.0,73.48
2295,CA-2022-122204,2022-03-24,2022-03-30,Standard Class,CG-26947,Customer 652,Home Office,Central,Kansas,Office Supplies,Labels,Avery 490 Labels,236.82,4,0.3,-6.84
2296,CA-2022-709606,2022-10-15,2022-10-18,First Class,CG-97528,Customer 303,Corporate,South,Florida,Technology,Copiers,Canon PC1060 Copier,5709.86,11,0.3,-63.93
2297,CA-2024-351648,2024-03-13,2024-03-19,Standard Class,CG-92469,Customer 397,Consumer,Central,Indiana,Technology,Machines,Xerox WorkCentre,250.91,6,0.3,29.85
2298,CA-2023-268247,2023-11-19,2023-11-25,Standard Class,CG-51018,Customer 135,Home Office,West,Oregon,Office Supplies,Storage,Fellowes Super Stor/Drawer,731.19,9,0.1,196.32
2299,CA-2024-428555,2024-10-01,2024-10-06,Second Class,CG-22619,Customer 69,Home Office,West,Nevada,Office Supplies,Envelopes,Poly String & Button Envelopes,293.31,3,0.0,55.15
2300,CA-2023-142320,2023-02-06,2023-02-13,Standard Class,CG-97138,Customer 139,Corporate,Central,Kansas,Office Supplies,Art,SAFCO Arco Folding Chair,99.33,3,0.0,32.91
2301,CA-2021-479978,2021-02-22,2021-03-01,Standard Class,CG-99548,Customer 248,Consumer,South,Georgia,Office Supplies,Fasteners,OIC Binder Clips,16.6,1,0.1,5.61
2302,CA-2021-775267,2021-01-20,2021-01-23,Second Class,CG-12890,Customer 590,Corporate,Central,Minnesota,Office Supplies,Storage,Eldon Fold N Roll Cart,470.81,13,0.4,-37.63
2303,CA-2024-699443,2024-02-04,2024-02-07,First Class,CG-51547,Customer 597,Home Office,West,Colorado,Furniture,Tables,Bretford CR4500,6569.97,11,0.0,1141.56
2304,CA-2022-108557,2022-06-02,2022-06-09,Standard Class,CG-21317,Customer 567,Home Office,South,Alabama,Furniture,Chairs,Global Troy Executive Chair,525.84,3,0.3,-31.16
2305,CA-2022-730012,2022-04-23,2022-04-30,Standard Class,CG-99865,Customer 639,Corporate,Central,Missouri,Furniture,Chairs,HON 5400 Series Task Chair,4729.92,8,0.0,571.11
2306,CA-2023-222156,2023-05-02,2023-05-08,Standard Class,CG-29757,Customer 27,Consumer,South,Alabama,Office Supplies,Art,Boston 16-Shelf Bookcase,388.22,14,0.0,35.17
2307,CA-2021-270667,2021-06-21,2021-06-21,Same Day,CG-91011,Customer 539,Home Office,East,Massachusetts,Office Supplies,Storage,Rogers File Cabinet,110.16,10,0.2,27.12
2308,CA-2023-718753,2023-04-25,2023-05-01,Standard Class,CG-14731,Customer 526,Consumer,South,Louisiana,Furniture,Chairs,Realspace Magellan Chair,387.2,2,0.0,110.99
2309,CA-2024-551976,2024-02-25,2024-03-01,Second Class,CG-92055,Customer 409,Corporate,Central,Wisconsin,Furniture,Tables,Bevis 36 x 72 Conference Table,1831.76,8,0.0,241.29
2310,CA-2021-630765,2021-06-24,2021-07-01,Standard Class,CG-72801,Customer 298,Consumer,West,Nevada,Furniture,Bookcases,Sauder Forest Hills,2130.39,9,0.0,567.61
2311,CA-2022-376296,2022-02-26,2022-03-01,Second Class,CG-87651,Customer 377,Corporate,East,Ohio,Technology,Phones,Samsung Galaxy S6,2954.34,4,0.2,1132.81
2312,CA-2023-887616,2023-08-31,2023-09-04,Second Class,CG-30119,Customer 367,Home Office,Central,Indiana,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,730.68,12,0.5,-10.13
2313,CA-2023-773699,2023-02-12,2023-02-15,Second Class,CG-76037,Customer 746,Consumer,East,New York,Office Supplies,Paper,Xerox 1967,14.56,1,0.1,4.1
2314,CA-2021-518316,2021-03-05,2021-03-07,Same Day,CG-70510,Customer 24,Consumer,South,South Carolina,Furniture,Chairs,Global Troy Executive Chair,6560.57,14,0.1,466.78
2315,CA-2024-583616,2024-11-06,2024-11-11,Second Class,CG-17768,Customer 30,Corporate,South,Tennessee,Technology,Machines,HP Designjet T520,2225.34,13,0.1,281.22
2316,CA-2021-291475,2021-02-24,2021-03-01,Standard Class,CG-38338,Customer 306,Consumer,West,Colorado,Furniture,Bookcases,Sauder Forest Hills,166.52,1,0.4,-15.09
2317,CA-2022-782718,2022-08-08,2022-08-12,First Class,CG-32426,Customer 250,Corporate,South,North Carolina,Furniture,Furnishings,Tensor Brushed Steel Torchiere,4692.41,9,0.1,1257.88
2318,CA-2023-677146,2023-12-11,2023-12-14,First Class,CG-54258,Customer 761,Corporate,East,Pennsylvania,Technology,Phones,Nokia Smart Phone,15380.4,14,0.0,4461.3
2319,CA-2021-273112,2021-08-23,2021-08-26,First Class,CG-40829,Customer 439,Corporate,East,Massachusetts,Technology,Machines,Brother Intelli-Fax 4750E,3022.78,4,0.2,700.63
2320,CA-2023-828610,2023-03-23,2023-03-27,First Class,CG-40852,Customer 422,Corporate,South,Georgia,Office Supplies,Supplies,Acco Remark Laser Pointer,93.16,4,0.0,5.72
2321,CA-2023-378657,2023-05-13,2023-05-16,First Class,CG-22879,Customer 403,Consumer,Central,Wisconsin,Technology,Machines,Xerox WorkCentre,3811.14,12,0.5,507.34
2322,CA-2022-139129,2022-04-12,2022-04-18,Standard Class,CG-25968,Customer 267,Corporate,West,Nevada,Technology,Phones,Motorola Smart Phone,650.84,3,0.5,-3.75
2323,CA-2022-845893,2022-07-06,2022-07-11,Standard Class,CG-38072,Customer 720,Corporate,West,California,Office Supplies,Appliances,Hoover Portapower Machine,120.42,3,0.0,35.81
2324,CA-2021-737085,2021-07-28,2021-08-02,Standard Class,CG-31808,Customer 410,Home Office,South,Florida,Furniture,Chairs,Global Troy Executive Chair,4893.14,7,0.0,397.64
2325,CA-2024-625101,2024-12-23,2024-12-27,Second Class,CG-42348,Customer 389,Home Office,Central,Minnesota,Office Supplies,Labels,3M Polarizing Label,486.4,5,0.0,150.56
2326,CA-2022-430050,2022-07-01,2022-07-03,First Class,CG-46806,Customer 347,Home Office,South,Florida,Technology,Accessories,Kensington Lock,3841.55,13,0.2,1041.67
2327,CA-2022-913103,2022-04-18,2022-04-18,Same Day,CG-29639,Customer 226,Home Office,West,California,Technology,Copiers,Hewlett Packard LaserJet,969.36,7,0.0,100.1
2328,CA-2021-656140,2021-07-22,2021-07-27,Second Class,CG-40376,Customer 548,Corporate,East,Ohio,Technology,Copiers,Hewlett Packard LaserJet,8352.79,8,0.1,1559.49
2329,CA-2024-918825,2024-10-22,2024-10-25,Second Class,CG-89240,Customer 588,Consumer,Central,Kansas,Office Supplies,Labels,Avery Laser Labels,882.72,10,0.1,124.04
2330,CA-2022-955896,2022-01-23,2022-01-30,Standard Class,CG-79165,Customer 644,Corporate,West,California,Technology,Machines,Brother Intelli-Fax 4750E,13371.96,14,0.0,1794.41
2331,CA-2023-446784,2023-08-08,2023-08-15,Standard Class,CG-96607,Customer 591,Corporate,South,South Carolina,Office Supplies,Appliances,Hoover Portapower Machine,291.85,13,0.5,37.47
2332,CA-2022-975882,2022-12-29,2023-01-05,Standard Class,CG-21081,Customer 760,Home Office,East,Massachusetts,Office Supplies,Storage,Fellowes Super Stor/Drawer,373.09,7,0.3,-23.09
2333,CA-2022-878552,2022-12-04,2022-12-09,Standard Class,CG-18760,Customer 664,Corporate,East,Virginia,Technology,Machines,HP Designjet T520,1393.99,2,0.4,195.23
2334,CA-2024-806905,2024-09-18,2024-09-23,Second Class,CG-25406,Customer 420,Home Office,South,Alabama,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,6209.1,10,0.0,819.49
2335,CA-2023-566570,2023-11-20,2023-11-25,Second Class,CG-11672,Customer 477,Home Office,South,North Carolina,Furniture,Tables,Bevis 36 x 72 Conference Table,1601.49,11,0.0,109.79
2336,CA-2024-383727,2024-09-05,2024-09-11,Standard Class,CG-84223,Customer 309,Home Office,Central,Missouri,Furniture,Tables,Bretford CR4500,8267.08,12,0.1,531.85
2337,CA-2024-953092,2024-12-16,2024-12-18,First Class,CG-81017,Customer 207,Home Office,East,Ohio,Technology,Phones,Apple iPhone 6S,2379.9,6,0.0,774.68
2338,CA-2023-150622,2023-01-06,2023-01-10,First Class,CG-28156,Customer 425,Corporate,South,Louisiana,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,3907.8,9,0.0,1097.47
2339,CA-2023-864357,2023-08-26,2023-08-31,Standard Class,CG-18486,Customer 538,Corporate,South,Louisiana,Technology,Machines,Xerox WorkCentre,3867.57,9,0.0,1389.37
2340,CA-2024-500372,2024-03-27,2024-04-02,Standard Class,CG-95149,Customer 84,Consumer,West,Nevada,Furniture,Bookcases,Bush Westfield Bookcase,497.61,5,0.4,-36.16
2341,CA-2024-613249,2024-03-26,2024-04-01,Standard Class,CG-37903,Customer 750,Home Office,West,Colorado,Office Supplies,Supplies,Acco Remark Laser Pointer,222.35,13,0.2,79.07
2342,CA-2023-159250,2023-10-15,2023-10-17,Same Day,CG-71440,Customer 574,Home Office,East,Pennsylvania,Office Supplies,Supplies,Fiskars Adult Scissors,127.17,5,0.5,-1.58
2343,CA-2022-271363,2022-11-16,2022-11-18,First Class,CG-31757,Customer 416,Corporate,East,Pennsylvania,Furniture,Tables,Chromcraft Bull-Nose Table,1565.41,11,0.0,379.94
2344,CA-2023-984565,2023-04-12,2023-04-17,Standard Class,CG-36642,Customer 563,Consumer,South,Louisiana,Office Supplies,Labels,Avery Laser Labels,93.59,7,0.3,11.53
2345,CA-2022-298088,2022-09-22,2022-09-29,Standard Class,CG-99504,Customer 763,Corporate,West,Nevada,Office Supplies,Envelopes,Wintrust Envelope Selection,110.62,2,0.0,37.63
2346,CA-2022-839297,2022-05-19,2022-05-24,Standard Class,CG-66969,Customer 770,Home Office,West,Colorado,Furniture,Chairs,Global Troy Executive Chair,2483.84,9,0.4,312.26
2347,CA-2024-805048,2024-12-17,2024-12-24,Standard Class,CG-67041,Customer 504,Home Office,South,South Carolina,Furniture,Tables,Bevis 36 x 72 Conference Table,1792.08,9,0.2,462.09
2348,CA-2023-514153,2023-04-20,2023-04-26,Standard Class,CG-51505,Customer 453,Consumer,East,Massachusetts,Technology,Copiers,Hewlett Packard LaserJet,8484.78,11,0.2,2835.83
2349,CA-2022-714443,2022-07-20,2022-07-27,Standard Class,CG-45579,Customer 511,Corporate,Central,Missouri,Technology,Copiers,Hewlett Packard LaserJet,5638.5,9,0.0,1163.57
2350,CA-2022-288273,2022-09-22,2022-09-27,Standard Class,CG-62062,Customer 627,Consumer,West,Washington,Office Supplies,Envelopes,Poly String & Button Envelopes,76.71,1,0.0,15.58
2351,CA-2022-850515,2022-06-08,2022-06-14,Standard Class,CG-14326,Customer 473,Corporate,South,Louisiana,Furniture,Tables,Bevis 36 x 72 Conference Table,2756.74,4,0.1,147.59
2352,CA-2023-601885,2023-06-06,2023-06-11,Standard Class,CG-58247,Customer 126,Consumer,Central,Texas,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,1365.12,5,0.5,-41.07
2353,CA-2023-319011,2023-01-04,2023-01-06,First Class,CG-35444,Customer 140,Corporate,West,California,Technology,Accessories,Kensington Lock,3879.33,13,0.4,116.94
2354,CA-2021-924729,2021-11-03,2021-11-09,Standard Class,CG-38719,Customer 510,Home Office,Central,Illinois,Technology,Accessories,Belkin F8N112 Laptop Power Adapter,2283.31,3,0.1,486.06
2355,CA-2021-826585,2021-03-14,2021-03-19,Standard Class,CG-86554,Customer 320,Consumer,East,New York,Furniture,Tables,Chromcraft Bull-Nose Table,8351.98,14,0.0,437.79
2356,CA-2023-762968,2023-07-02,2023-07-07,Standard Class,CG-92148,Customer 551,Home Office,West,Washington,Office Supplies,Binders,Avery Flexi-View Binders,270.86,13,0.1,78.27
2357,CA-2021-329764,2021-06-18,2021-06-25,Standard Class,CG-67657,Customer 104,Home Office,South,Louisiana,Furniture,Bookcases,O'Sullivan 2-Shelf Bookcase,3874.86,9,0.0,559.08
2358,CA-2024-985156,2024-03-16,2024-03-21,Second Class,CG-56732,Customer 315,Corporate,South,Tennessee,Office Supplies,Envelopes,Poly String & Button Envelopes,43.36,11,0.4,-2.66
2359,CA-2024-131580,2024-09-25,2024-09-28,Second Class,CG-52363,Customer 212,Home Office,Central,Wisconsin,Office Supplies,Art,SAFCO Arco Folding Chair,539.44,11,0.0,109.12
2360,CA-2023-699959,2023-12-21,2023-12-26,Standard Class,CG-14982,Customer 227,Home Office,South,Alabama,Furniture,Furnishings,Eldon Jumbo Plastic Desk Accessories,727.41,3,0.1,198.21
2361,CA-2022-492304,2022-03-09,2022-03-15,Standard Class,CG-86238,Customer 691,Corporate,East,Ohio,Technology,Copiers,Konica Minolta,170.22,3,0.0,43.89
2362,CA-2022-904691,2022-11-11,2022-11-17,Standard Class,CG-14826,Customer 413,Home Office,West,Washington,Technology,Machines,Brother Intelli-Fax 4750E,3875.4,12,0.4,160.32
2363,CA-2023-686692,2023-08-23,2023-08-29,Standard Class,CG-86490,Customer 367,Home Office,South,Tennessee,Technology,Accessories,Kensington Lock,5998.44,10,0.4,-455.98
2364,CA-2023-208174,2023-12-17,2023-12-23,Standard Class,CG-52631,Customer 361,Home Office,West,Washington,Office Supplies,Storage,Rogers File Cabinet,90.86,8,0.4,-9.03
2365,CA-2022-725448,2022-02-26,2022-03-04,Standard Class,CG-47883,Customer 8,Consumer,South,North Carolina,Technology,Accessories,Logitech Wireless Mouse,2372.72,10,0.2,629.44
2366,CA-2023-638493,2023-01-12,2023-01-19,Standard Class,CG-74303,Customer 223,Consumer,Central,Wisconsin,Office Supplies,Envelopes,Wintrust Envelope Selection,268.12,4,0.0,57.51
2367,CA-2024-878992,2024-09-18,2024-09-24,Standard Class,CG-31986,Customer 360,Home Office,West,California,Furniture,Tables,Bretford CR4500,3178.6,7,0.4,-265.62
2368,CA-2022-168484,2022-02-23,2022-03-02,Standard Class,CG-65847,Customer 684,Corporate,East,Pennsylvania,Technology,Copiers,Canon PC1060 Copier,5029.74,10,0.1,1304.9
